date,tweets
2021-01-30 23:59:00,"['@gkmHarzbG8aoKrZ @CBCNews I guess you like Chinese porn then? That pic is nothing to do with Covid testing. Very quick research shows it to be a capture from a fetish porn move.', 'Why my teacher create a discussion assignment about COVID 🙄', 'Loss during COVID hits so much harder and I am sorry for everyone experiencing it.', 'Questions rise after Chinese database with Covid research removed for ‘security reasons’  https://t.co/YofZEZba7X', '@kris_at_dawn @thecovidmonitor @antschilt COVID has exposed our societies weaknesses.', 'Today I almost got Covid in line at the supermarket, but then I saw the little square &amp; quickly jumped in &amp; I was safe!  Whew!  That was a close one!', '@GOPLeader I thought covid was a hoax, according to your dear leader?', '@AzulMir2 Covid', '@JoeyZingarelli @DonaldJTrumpJr Oh and Covid can enter through your eyes, wearing goggles too? And it lingers in air as aerosol for 6 hrs?', ""@SoCalBIGmike Should people sit in the house forever?   There's really nothing whatsoever indicating that outdoor dining has contributed to any rise in COVID."", '@BreitbartNews Fixed the headline for you, ""With the availability of the Vaccine now in the hands of NYC due to Biden\'s prioritization of COVID as the administration\'s #1 priority, restrictions being lifted. Doses now being delivered to New Yorkers at scale""', '@samg1994 @CBonkosky @GovLarryHogan Oh yes, let’s not forget Covid is nocturnal and becomes more dangerous after 9:59pm', '@brianbarronjnr @IrishTimes Without the excess mortality figure you cannot deduce anything. If actual mortality is excess then I deduce that many people, half younger than 83 and half older, died before their time due to Covid.', '#bigtechcensorship #hydroxycloroquine Peer-reviewed journal reports hydroxychloroquine can reduce mortality rates in COVID-19 patients | One America News Network  https://t.co/KjgncRmoWe', ""@RawStory Let those anti-vaxers breathe in the Covid. Screw them. They don't deserve saving."", '@Havok_2O18 @Dknight10k My daughter got 1200 when covid first hit &amp; another 600 for my grandson.  His dad was also getting an additional 600 a week for unemployment.  I still think the lions share of that never went were it would ultimately be needed. The major stress is hitting now &amp; beyond.', ""I wonder if Alex Ovechkin is aware of what Brad Marchand said regarding Ovie's and his teammates' COVID Protocol mistakes?  Marchand said he wouldn't chirp Chara but I believe everyone else is fair game. Could be something to watch.  #NHLBruins #ALLCAPS    https://t.co/6ng5ObNdFd"", '@mama_c2 I spent multiple days working as a volunteer helping with the COVID-19 mass vaccination clinic in Virginia Beach', ""There's a lot that sucks about Covid restrictions but one positive is the ability to get to watch the Longhorns play when there's an away game.  ~Great win Lady Horns!~ #chasecopride"", ""@brianmctaggart Prior to COVID-19 the #Astros had 34M tied up in CF and RF... Compared to this year's PROJECTED CF and RF salaries of a combined 1.2M and you want to act as though that's NOT penny pinching... You're sounding⬇️  https://t.co/6eJzNkMtZD""]"
2021-01-31 23:59:00,"['Can the Coronavirus be the End of Coworking Space? #CRE #Coworking #COVID-19   https://t.co/yVkzMHeZrk', ""@virginia_house @emnode @StuartM21825168 @ElijahSchaffer If you parse the data on covid, you would see that covid also, does not kill 400K/yr.  The OP makes that clear, I think. Too early to tell if covid would become a seasonal affliction. I don't like adverbs. transmissibility and lethality are usually inversely correlated."", ""@SusanooKyojin @GoddessAlenny @StarseedFe @britshaniece You can wash yourself until your skin falls off. It still won't protect you from Covid. We have to stop thinking of Covid like it's what were used to. It isn't. Nothing is 100% protection. Nothing! No one is naturally immune. This isn't a movie. Wake up. Ask any ICU / ER doctor."", 'The only pandemic movie i wanna see is “Alvin and the Chipmunks: Chipmunks vs Covid-19” and in the end they completely wipe covid from this world and revive their age old toon “Bad Day” while the whole world joins in.   Someone call Spielberg', 'The Doughertys are what\'s come to be described as ""COVID long haulers,"" or people who continue to suffer from symptoms of COVID even after they\'ve tested negative for the virus.  https://t.co/jVIh7ZEMuB', '@naniiebim Technically no but realistically yes. Brexit caused a massive backlog with everything as no one know how to clear goods so things are taking a lot longer but shouldn’t cost more (than they have during covid)', '@ConalFawcett @bruceisdashiz @officialmcafee You clearly don’t understand what a pcr test is, go research. That’s exactly the reason numbers are inflated, never was done like this before, and it shouldn’t. If they did the same for flu, there would be huge numbers too and even more close to the covid numbers.', '@SBSNews ""Teen hospitalized 2 days after receiving COVID vaccine “A 17-year-old boy with no background illnesses or preexisting conditions has been hospitalized at the intensive care unit of Safra Children’s Hospital in Sheba Medical Center...""   https://t.co/NtTT8PMgMM', 'Might just as well - Lunar New Year is 12 days away - under the cloud of covid, I try to celeb. the new year as accommodative as possible with visits from relatives... I seldom celeb CNY in the US, now every yr, every holiday is a special one..', '@CalgaryGrogu It was a once a year thing for me before covid because I cook better than most things I’ve ever had in a restaurant. The exception was the pub my husband worked/works as of next week at.', 'one of my friends also caught covid from working in a health care facility :/', '@PsychoSumo610 @HectorMBaezJr @D_Foor4 @PATPmovie @DonaldJTrumpJr @Cernovich @JackPosobiec @DevinNunes 5G POISONING?! Well I guess every person with an iPhone has covid then 😂', ' https://t.co/yYWj2w04YP  We must continue to keep the distance from other people #ComputerScience #StayHomeStaySafe #Vaccine #pythonprogramming #StayHome #Covid #SocialDistancing #Python #Coronavirus #Simulation #OOP #Covid19 #Agent', ""Dr. Marc Siegel: Congressman tests positive after COVID vaccine – here's what this case tells us  https://t.co/WDuJPyEpEg #FoxNews"", 'Turns out black Americans are getting screwed again when it comes to receiving the Covid vaccine. This is especially true in Florida. Fuck you \u2066@RonDeSantisFL\u2069 😡  https://t.co/8mQvz1JxPC', '@barronsonline With the new strains popping up, it is starting to feel to me like COVID is the new flu and a new reality. Time to start looking for companies who are targeted toward that new reality than ones that are geared up to take advantage of a return to normal.', '@ABC7 Just announce Kaepernick will kneel during the anthem and other patriotic symbols. The people recklessly spreading COVID also were the same people who swore to never watch NFL again after the kneeling. Problem solved.', '@YardleyShooting you can actually calculate an estimate at the CDC website on coronavirus, table 3. There are a ltd number directly from Covid and the rest are “with Covid“, in the presence of a “positive tested case“, exposed to someone having Covid 28 days prior to death, etc., etc.', '@MichaelMuzzo No way. I would keep him especially with all these covid cases in our team', ""@tomhfh Is your Enter key broken?  Also, try educating yourself, instead of spreading misinformation.   Asymptomatic transmission really isn't a thing.   Asymptomatic Covid infection is rare (1/3 of cases at most) and asymptomatic people are far less likely to spread it.""]"
2021-02-01 23:59:00,"['Elevator Anxiety and its Impact on Commercial Real Estate #CRE #COVID-19 #TenantTips #NewNormal #ElevatorAnxiety     https://t.co/UmBiaQozv4', 'With the rollout of a COVID-19 vaccine seemingly around the corner, @HunterBiz has taken the opportunity to bring together two of the region’s most respected voices to discuss the economic outlook and workplace issues as we head into the new year.   https://t.co/X5fMUw8nHn', 'Here is today’s Idaho COVID-19 vaccine data at a glance, from @IDHW. (Screen shot)  https://t.co/njgZ5F9eMZ', '@SeaveyDaniel covid doesn’t exist anymore go on tour', '@SenTedCruz After helping a coup now you want to pass covid relief? Reopen our economy? Get kids back in school? Where were you Eddie Muenster when they were calling for unity?', 'I just want Covid to be over 🥺🥺', '6/(01/02) COVID-19 #Peru 🇵🇪  https://t.co/2juZYJtH3Q', 'Health care worker dies after second dose of COVID vaccine, investigations underway  https://t.co/Vg5f8raxFr', '@Card_N_AL @PerrinJohnson Went there last week. It was quick and easy, and even better we are Covid free', 'So the supposed Tony Deangelo burner account liked a tweet of one of his teammates being placed on the COVID protocol list....  https://t.co/tkqxQj39op', ""Canada prepping trade options in case EU breaks promise to keep vaccines flowing Canada is putting together options to retaliate if Europe breaks its promise not to cut off Canada's shipments of COVID-19 vaccines, though Europe appears to be keeping   https://t.co/kFGpxdHPTh"", '5/(01/02) COVID-19 #Peru 🇵🇪  https://t.co/1HlZ9hRki5', '@SenTedCruz You were a cheerleader as 400,000 Americans died because of your party’s shitty Covid response. Sit down.', '@DrEricDing @MalcolmNance If they were smart would facilitate Black and brown folks going fist since they are more affected by covid.  Would improve situation for all..  But they are selfish.', 'Took the covid test, see you later', '@LBC what is it with these holiday obsessed people..  more likely to come back from Blackpool with a black eye than covid', ""@agyasika Which likely means paying him ~10 million pounds straight away, not including possible early termination fee. It'll immediately be out of this years budget that is suffering from Covid and will likely need at least a small loan with intrest. Wouldn't it be smarter to keep him?"", '@thehill Governor Reynolds misused Covid-19 funds for state salaries and software! ""Bad behaviors"" indeed.', '@MattWil47816110 @Emily12813579 Booking a wedding date with a K1 can be risky, especially during a covid. You could be there by March 2022 but it’s not unrealistic to say you won’t either. To put it in perspective, I applied 9 months ago and I’m not even sure I’ll be married by then.', '4/(01/02) COVID-19 #Peru 🇵🇪  https://t.co/4jppM3ZfFv']"
2021-02-02 23:59:00,"[""Democrats' Climate Agenda Will Mimic Their COVID Tyranny  https://t.co/jOCCNHVRyX"", '429 new cases of COVID-19 in B.C.; 51 in Interior Health #COVID19  https://t.co/RbcNkJO6nc  https://t.co/R5QKhs1ixU', '“Oh I had covid and I was fine” “oh my friends had covid and didn’t die” ok', 'WSJ monday feb. 1   2021    NFL Season Turned into a Covid 19 study By andrew Beaton and LOUISE  Radnofsky', ""@TheTorontoSun Because it's Calgary and not Montreal COVID vaccine solution was here in Calgary - Trudeau looked to China We never asked for $1B we asked for $35M Had we gotten that we wouldn't be starting Phase 1 right now, we would be in Phase 3 Providence Therapeutics  https://t.co/i26yWBdZEW"", 'their nickname. So we plodded on for a couple of seasons then Covid-19 turned up. This gave McInnes unexpected breathing space but because of idiocy we suffered at the beginning with suspensions. We then suffered on the park because teams had worked us out.  Fast forward...', '@KPNuts_98 Bet let me jus get your flight ready after Covid is over. ✈️', ""GBB: We've hit the Covid timeout with Millbrook holding a 23-17 lead over Southeast Raleigh. 3-point shooting keeping the Bulldogs within striking distance this quarter. 3:01 left before halftime. #HSOTScores"", 'I do have an issue with all the news stories about the COVID-19 vaccine. Why do we have to keep showing people getting shots?    I hate shots. You’re not helping.', '@TheSteinLine I thought they have covid', ""A survey spearheaded by UST researchers shows a high percentage of respondents worried on COVID-19 vaccines' effects, efficacy, safety, and high cost.   https://t.co/hKtZlaRopS"", ""Maybe it's time for the @NHL to re-evaluate how they're mitigating COVID outbreaks. Not only do the Devils have a problem, but they also got their most recent opponent shut down too."", 'UPDATED: Top doctor warns of COVID-19 variants taking root across Canada  https://t.co/4MrzbFysKi', '@DanBDavies @rodneyparade @AneurinBevanUHB Huge respect to you Dan, I’m sorry I didn’t catch you to say that I will always be forever in your debt for the opportunity you gave me and that I’m immensely proud to have been a part of the Rodney Parade Covid Testing Team.', 'February 2 COVID-19 Test Results and Vaccinations  https://t.co/Fmc1S07F2X #economy #portlandoregon #realestate #housing', '""Trudeau announces deal to manufacture COVID-19 vaccines in Canada""   https://t.co/Cv5VAtjVug', 'Damn this lady was induced into a coma while she had COVID and was 39 weeks pregnant... and had a healthy baby. Then didn’t get to see that baby for 3 months. Wow!', 'The @NFL just announced there will be 25,000 fans at the @SuperBowl .  How is that ok? Why are we having a hard time grasping how Covid spreads?  Some of us doctors are just plain tired.', 'Despite ordering ICE to pause deportations for 100 days, @JoeBiden has allowed ICE to continue arrests from jails &amp; prisons - creating even more dangerous conditions in detention during COVID. We demand @ICEgov release our communities! #100DaysforFreedom  https://t.co/N7ktA7WTjL', ""@JayC4620 @Leafs_Universe @markpoloncarz Tommy Sweeny. TE for the Buffalo Bills. Developed a heart condition due to COVID. You're welcome for keeping your wait short.""]"
2021-02-03 23:59:00,"['@WimbledonWombl2 @MadyWaterer @SimonGo67693616 @EssexPR @JuliaHB1 @RishiSunak Zero covid is impossible... because covid is a corona virus... no one will ever eradicate This virus. Unless you lived in a metal box .. it’s here and it’s here forever .. the quicker this sinks in the quicker we can get on with life ! 🤦\u200d♀️', '@JuliaTilden @SpeakUpParents @LASchools @lapublichealth There are so many protocols on sets. Even outside of all the testing they’re doing. They have extra staff and different zones for different departments. They have multiple Covid compliance officers and assistants roaming the set enforcing, as well as set medics and or nurses.', ""@BKolendar, Director for @slcecondev, discusses the City's strategic approach to inclusive growth, human capital, healthcare innovation, and post COVID-19 planning that goes beyond vaccines.   https://t.co/lFa82qB7vV"", ""@SweetPea1636 😂😂😂 the chip some believe are part of the COVID vaccine. I'm just being silly."", ""@JuliaHB1 Hang on. He didn't have COVID, had the vaccine, then developed COVID and then sadly passed away? Surely that can't be right. Can it?    https://t.co/2qpx420fJ3  https://t.co/6B3CICSrc3"", '@althiaraj Wish we had a Brian Stelter/Reliable Sources show ... lots of material on handling of covid and vaccine by media.', '@yoni_ZeTigray @EsheteBekele  https://t.co/5gvfR7Z4o9  Merkel called Abiy exchanged views on the domestic, regional security,bilateral coop., emphasized the importance of a peaceful solution &amp; humanitarian care. Humanitarian aid org. &amp; the media must be given free access  talked about the economy&amp;Covid', 'Best caption to what I’m thinking gets a COVID safe virtual high five 🤚🏽+✋🏽=🙏🏽  https://t.co/Vgs1MuyAvL', 'The \u2066@FLUMC\u2069 set a goal of sharing 3 million meals with our neighbors across #Florida during #covid.  This 90 second update will lift your spirit!   https://t.co/yW2RIOVWTS', '@BBCNews This is an example of highly irresponsible reporting which will encourage people to break Covid travel restrictions.  https://t.co/BWfqZADQ5W', 'BREAKING: State Supreme Court Rules in Favor of Tedisco, Empire Center on Cuomo Nursing Home COVID Cover-Up | NY State Senate  https://t.co/RjbKZuIhKR', '@DexTCN @SbBarclay @wainwra I was an EU citizen my whole life.  Still feels weird. Only saving grace with covid is I have yet to join the other queue at the airport.', 'WI Daily: 1,095 New COVID-19 Cases  https://t.co/UNL52LI4LZ', ""JUST IN: Defenseman Brandon Montour and forward Tobias Rieder have joined Rasmus Ristolainen and Taylor Hall on the Buffalo Sabres' COVID-19 list. #LetsGoBuffalo  https://t.co/bEZ9jVz6D5"", ""@melsbells_ it's not even a secret, we all know! no one is trying to hide what works best to not spread covid"", 'Can COVID Vaccination Become Mandatory?  https://t.co/Q9lLIuEdyI', '@JerryJa82270888 @tylerblack32 @JohnMcEwen21 From your own source: ""...what is surprising is this hasn\'t happened everywhere - Austria, Sweden and Finland. It shows policy potentially matters."" You also have to ask yourself about the net cost...do suicides possibly going up later outweigh the covid deaths here and now?', 'Am okay personally re pandemic, but feel bad for #teachers &amp; #students &amp; parents. Worked w/kids today. You could see the ""covid slide"" interactions compared to a year ago - sitting in their bedroom or living room for hours, bless their hearts. Resilient, I hope.', 'P1. I try to keep my mouth shut when it comes to politics but right now I’m genuinely disgusted. The Ontario government is sending children back into schools on February 8. I’d love if they practiced what they preach because they’re sending the message that Covid isn’t dangerous', 'Great write up, some facts that we should be aware of... New Coronavirus Strain: Symptoms of the new COVID strain | Times of India  https://t.co/IZkZeaKsWD']"
2021-02-04 23:59:00,"['Ways Office Layouts Will Change with COVID-19 #CRE #Office #Layouts #COVID-19    https://t.co/ThQLy4qBUf', 'Johnson &amp; Johnson requests emergency authorization from FDA for Covid vaccine –\xa0CNBC  https://t.co/k9Y9v7Blt5', '@drjohnm How likely is that ""average adult"" to die from COVID if not vaccinated?', 'Washington State getting better at COVID-19 vaccine distribution but still falling short of its goals.  https://t.co/89QFq2sdjK', ""Lies, Damned Lies and Gov. Pritzker's COVID-19 Vaccine Statistics  https://t.co/nO7WNRoMVZ"", ""I feel like a bag of arseholes.   XD  It's not COVID."", '#WillHaveMeDancingInTheStreets an end to Covid', 'How to Combat COVID-19 Misinformation  https://t.co/udYptDZgMC via @medscape', '@fuckthefacemask You think covid is a hoax, ah hang on you have changed your name again to some shite about a broken world. Cant keep up with your bantz. Get in the sea', 'The Riverside County Public Health Covid-19 Vaccine Update begins at 4pm. Dr. Geoffrey Leung answers your vaccine questions. Watch here ➡️  https://t.co/aolp5OTW6Y  https://t.co/c0E4Tt7UGr', '519 new COVID-19 cases and 32 additional deaths were reported to @HealthySCC, reflecting new diagnoses and deaths over the past few days. 16% of all (including surge) ICU beds are available. Condolences to patients and their loved ones.   Data dashboards:  https://t.co/gpe9XhhrR8  https://t.co/0dZW6ulL3w', ""@govkristinoem @dcexaminer Kristi's incompetence and inaction in dealing with Covid killed more people than lost jobs due to Keystone XL being canceled."", ""@OrhanTravels @UbakaOgbogu @JustinTrudeau @CanadianPM @Delta It's not totally a work around though. The hotel and covid 19 testing restrictions  still applies.  https://t.co/DsjyRFz4bi"", '@bugwannostra STOP bringing covid into our major cities... The essential need for safe secure hotel quarantine... this is what the states are looking for the government to provide... - get the aussies home  - quarantine them safely.  This fed gov. is corrupt &amp; useless   https://t.co/ILjCJ7nPBg', 'when lads on tour becomes a real thing after covid the clown shoes will be worn again 💆🏻\u200d♀️', ""US pharmacies could administer up to 100 million doses of Covid-19 vaccine a month. Here's how  https://t.co/N7aKk3IrVV"", 'J&amp;J asks US regulators to OK its one-shot COVID-19 vaccine About Time congrats   https://t.co/3srHmo9KDW', 'Harvard researchers say an earlier case of pneumonia appears to be a strong indicator of whether someone infected with Covid-19 faces a higher risk of severe disease and death  https://t.co/ib9r6qI1C8 via @business']"
2021-02-05 23:59:00,"['@LinaHidalgoTX Biden opened up the borders with no plan so immigrants are coming across with no Covid Testing this is gonna get worse🤦🏻\u200d♀️', '@Yell28537343 @YouTube Again, if the patient has reached the stage of hospitalization, hydroxychloriquine is not going to be effective.  Taken in the early stages is where the benefits are remarkable. Many doctors who regularly prescribe it for covid patients have had 100% recovery rates.', '@sodapoopoo They gave u covid', '@putey_pute 3 more months of Covid ?', '@itsmariannnna Them covid gains.', 'CDC Updates Contraindications to COVID-19 Vaccination  https://t.co/mlv0al4bzR', ""@jennobenno Right. Though I guess it depends on your tone.....but America will never get covid under control while these priviledged ignorant, attitudes exist.  I would shop elsewhere where everyone respects people's rights to remain healthy by social distancing and mask wearing."", 'There is still work to be done to defeat COVID-19, but forcing through a one-sided, partisan package is unproductive and damaging.  We successfully negotiated bipartisan packages before, let’s do it again.   https://t.co/jU0o2f8cyR', ""@SexyNoahCyrus yes noah its the thing the global public health ppl are most afraid of, so much they really didn't see covid coming. it is not a matter of if either but when"", ""Good news the Flu has been cured , yes really no cases , I wonder why ? Oh sorry silly me it's now called Covid same as common cold."", 'The 3 links mentioned this hour on @catholiccom live. 1. 12 Things Less-Remote Cooperation in Evil Than COVID Vaccines  https://t.co/f5aPF7uJIk 2. St. Alphonsus Ligouri on cooperation in evil  https://t.co/PQ6O2usQiK 3. Top 10 prescriptions tested on HEK293  https://t.co/rrR5Q6SOym', 'COVID tests came back negative  https://t.co/ldeIQdwbq5', ""@Justice_NI @naomi_long How about no congregating, orange or green and follow the covid laws you and your eminent MLA's legislated?  https://t.co/mR6AvfuwUb"", 'I just posted ""Best Face Mask for Covid - Questions You Should Be Asking Yourself"" on Reddit   https://t.co/PNmaYAhwtc', '@Reuters and how much for the customers who will get covid from    the unvaccinated employees ?😆', 'the only thing interesting in my life right now is that im positive for covid', '@DrZoeHyde This was expected by the #PANS and #PANDAS community. We have seen our children changing with neuropsychiatric symptoms and many other symptoms after infections. With COVID we are seeing #LongCovidPANS as we were expecting. We need research and treatments #cmhw #ExpressYourself', '@ohboywhatashot Do not know, but with covid 19 going around the world its probably a good idea to close the borders to them... just saying...', ""@PJDaniels6 @IsaiahJNavarro1 @Scott_AbellFB @porter_abell8 @cclunie40 @kilmeade Haha, thanks for the attempt to lecture us with your derogatory words. It's called FREEDOM just like you have when you wake up in the morning (for now anyway). Depression, suicide and overdose rates tied to this in this country are 99% higher than covid deaths. Have a great day!"", 'THIS SUNDAY: Days before the Senate impeachment trial begins, a divided GOP grapples with the post-Trump era. @SenBillCassidy and @RepAdamSchiff join. Plus, Dr. Anthony Fauci joins exclusively as the Biden administration races to get Covid vaccines into arms. #MTP #IfItsSunday  https://t.co/aKjffml86a']"
2021-02-06 23:59:00,"['Decades later, infamous Tuskegee syphilis study stirs wariness in Black community over COVID-19 vaccine - Los Angeles Times ✨✨✨  https://t.co/v1ole6OjcY', '@mattwwaters @slane_mason @paulkrugman Yes, he may not understand which part of these bills are a covid response plan vs regular budgetary items.', '@EbukaNgama @SaharaReporters @WHO WHO already aware of Covid-19 exagrated info of ours: CNN already testified to it.', '@COVID_Australia As somebody looking to return to 🇦🇺 from 🇵🇭 next month, where are the travellers testing +ve coming from? -ve test within 72 hrs of boarding seems a joke', 'THANK YOU ISRAEL!! THIS CAN\'T GET OUT THERE FAST ENOUGH!!! Hope it can quickly finish trials!! I wish I would have had this when I got Covid! At least I was able to get the Monoclonal Antibodies! ""Breakthrough drug might cure COVID-19 in just five days!""  https://t.co/c0riuFeuP0', '@Scott_Heim I will be watching all alone tomorrow, as my covid test came back positive today. Second time.....pissing me off.', '@waltshaub Covid is more dedicated to killing than we r to living in some cases. ☮️⬆️', 'Fuck covid', '@JamesKirkWpg The short answer is no, I don’t know precisely.   The long answer is they’re still keeping Manitoba at red - light red, unofficially - and since older students can contract and transmit COVID much the same way adults can, they’re still in blended learning.', '@ByYourLogic South Dakota has the highest per capita number of  COVID deaths.', '@CreditOneBank I am a frontline worker who was in the hospital with covid for over 2 months,I sinplied asked could some of the late fees bewaived so I can make my payments and bring my account back current and was told that could not be done and was quite rude!!!', '@sailorrooscout Fly is nowhere near as contagious as Covid. That is a huge difference. If everyone was getting flu it would be out of hand but hardly anyone does.', 'COVID-19 Era, Saturday night, few drinks in and you find a Denzel Movie from 2012 that you haven’t seen! 🤷\u200d♂️  https://t.co/3nP0BkzBbs', 'I spoke with @Sen_JoeManchin today about the COVID vaccine rollout in West Virginia, what’s being done on the federal level to get more doses, and where we stand right now on the third stimulus check. Watch: @WBOY12News  https://t.co/9FJfmK4UJx', ""@JoeSilverman7 Last I looked IL, CA &amp; NY showed restaurants contribute a grand total of approximately 1.5% of all Covid cases.  It's not nothing, but pretty close.  I'll take those odds any day.  Listening to her rant, you'd think it was murder.  Dems don't believe in individual responsibility."", 'Oxford Covid Vaccine Less Effective Against South African Variant:\xa0Study  https://t.co/r8Ne4SsWlA', '@niallsfridge93 @starhslot i have athsma but id rather have a hard time breathing for the ten minutes im in a grocery store than spread covid and literally die or kill someone', 'I got my second dose of the Moderna vaccine today. Feeling fine so far. Don’t hesitate. Get vaccinated as soon as you are able. Don’t let conspiracy theories get you or your loved ones killed. Believe Black Doctors and Black Scientists.  #covid_19 #CovidVaccine #blacklivesmatter  https://t.co/Y0zkBcnqIN', 'All jokes aside I miss my fucking friends and I wanna see them but I’m not tryna risk it with this Covid BULLSHIT. We agreed to all get tested before seeing eachother cause we don’t wanna kill eachother’s momma’s &amp; grandma’s and shit', '@MiloWigzell @vote4robgill It’s still there. I can probably see it since I have a mutual connection.  She reacts “feeling curious” or “insightful” to many posts implying Covid is a hoax or isn’t that bad.  https://t.co/l6esoHP4R1']"
2021-02-07 23:59:00,"['@DeeGib @jimsciutto There are fewer people in the stands due to COVID.', 'COVID-19: KNOW THE FACTS! PROTECT YOURSELF FROM COVID-19 BY KNOWING THE SYMPTOMS #402ndAMC #StaySafe #PNPKakampiMoLabanSaCOVID19 #CPNPDeboldSinas #RDPBGenFelipeNatividad #PulisCALABARZONKaagapayKo #PulisUmaksyonMabilis #ToServeAndProtect #ChangeBoundPNP -CTTO-  https://t.co/QXfWXFRfgE', ""@DubCEq I've sent my barn's Covid protocol to several friends in the medical field and the terrifying thing is that a therapeutic riding center has better protocol in place than our island's entire medical system's."", 'I’m convinced that Covid doesn’t exist in America at this point.', '@acnewsitics No nor did it at the pre game  50 Cent and other entertainers throw pre-Super Bowl parties in Florida without regard for COVID-19  https://t.co/W0Ud6tsIhf', ""Its taken on a life of its own and my cytokines have baffled even the leading experts. One thing I can say is... Covid 19 has educated me on my rare disease bc it's so similar but not contagious. My cytokines storm and some of them disable themselves without treatment. Mysterious"", 'Maybe he has COVID', 'they should have filled the #SuperBowl stadium with cardboard cutouts of people who died of covid', '45-Year-Old Italian Doctor “In the Prime of Life and in Perfect Health” Drops Dead After the Pfizer mRNA COVID Shot: 39-Year-Old Nurse, 42-Year-Old Surgical Technician Also Dead  https://t.co/RLmQu1YbG2', ""@ositobear85 Is that a live look in of Covid checking it's list and checking it twice?"", 'China developed Covid tests. Early last year, there were numerous FALSE negative results, allowing virus to spread. Now it is FALSE positive results to keep economy closed. Pothole Pete wants neg tests for local air flights. Moron. Cannot trust test results at this time', 'TOP 11 COVID-19 STATISTICS MAINSTREAM NEWS IS HIDING FROM YOU |  https://t.co/Bey7ZEoPJ4  https://t.co/wdYfYLTRLv', '@amselem_moshe ikr? I would’ve guessed there wasn’t gonna be a crowd due to COVID but  I’m looking at the tv like:  https://t.co/IBWUtGF5z6', ""Toronto reports Canada's first known case of COVID-19 variant first seen in Brazil  https://t.co/nUTmGITH6U via @CTVToronto"", '@Lahna_G Covid doesn’t exist, just for today', 'The Super Bowl said COVID whoooo', ""My job is actually fine. Stressful periods and less stressful periods, like many places. And they have generally been very sound throughout this whole thing.  But I definitely feel like I'm teetering close to an edge these days and it's totally just covid stress."", 'Covid in about 2 weeks  https://t.co/9R3v0LMPy0', 'Thunder Bay District Health Unit Reports Nine New Cases of COVID-19 - Net Newsledger has been published on Canada News Media -  https://t.co/D4WmjdV9lE #news  https://t.co/DyWpMGVNFu', 'Would say it\'s a COVID era miracle that I\'m up watching the #SuperBowl but the only reason I\'m up this late is cos I\'m off work for the next couple of days. It doesn\'t take me long to get back in the swing: ""let\'s go de-feeeence"" ""there\'s a flag on the play, oooooh shit!"" 💃🏾']"
2021-02-08 23:59:00,"['Working on a new graph, weekly growth of the COVID Alert app downloads.  You can see the big peak as new provinces came on, and a smaller peak when the older versions of the iPhone and ad blitz at the World Juniors. #covidalertapp #COVIDAlert  https://t.co/yZnJkJEmco', ""I am hungry, but nothing I have here sounds good &amp; I am in no shape to go get anything (cause possible Covid) so I keep taking a drink of chocolate milk hoping it will trick my belly into thinking it's not hungry. 🤡"", '@lavarunner69 @IAGovernor I still think she believes the state with the most covid deaths wins.  https://t.co/ajvH8ZrZM9', 'And now he wants to tell us that covid tests are a way for our govt to ship dna to China.', 'I avoided covid for a whole year only to get covid the second week of 2021. 😩', ""@iluvrichdads @angellove917 Please if u see this and u can afford to donate, i beg u 🙏. My familly is starving, Can't afford rent, can't afford meds and we have 2 patient in the house. I was the only their only support But i catched covid and im in hopsital now.  Please share this   https://t.co/prc3Sh7m8y"", 'Will never ever forgive my dad for being a fucking health care professional and continually downplaying covid . . . While also telling me that I don’t need to go get take out but he goes to the gym, store, and anywhere else he wants to go', 'Biden stated that all women are ineffective by the covid vaccine and that mothers need to stay home with their kids fathers are just as capable', 'Covid Strain That Swept U.K. Circulates Most in Super Bowl State   https://t.co/ydwN1mdH0d', '@19thnews She should put it toward COVID prevention.  SD has one of the highest per capita rates of COVID in the world', 'Covid-19, Healing and The Most High  https://t.co/ZNxjcRfvsb', 'Ok but this is why I quit amazon. They were so shady. Stealing money. They finessed me out of covid pay. Awful to their workers. Definitely play favorites. Cut corners.', 'US considers Covid-19 testing requirement for domestic air travel  https://t.co/uji1YuTjja', 'Literally everything is ""call wait time is longer due to covid-19."" Playing on repeat for 54mins.', ""tbh, the best thing for my personal covid-based anxiety was actually getting it - even when I still had it I was more relaxed  *of course that didn't get rid of my fear for loved ones, and I was v lucky to get a mild dose!"", '@Monkyjamm @TigreFuego1957 My poor memory from anxiety and COVID: ""Was there a house there yesterday?""', '@ndarmour We don’t know when you send them back to school who will get covid.    9 years olds should not die of COVID, every time we hear of a case like this it’s in less restrictive states.  💜', '@realreporter Look we will have covid with us forever - that’s a fact! Get us vaccinated and we move on. We can’t live like this forever/ we do have an immune system', ""@4ngelbabee @angellove917 Please if u see this and u can afford to donate, i beg u 🙏. My familly is starving, Can't afford rent, can't afford meds and we have 2 patient in the house. I was the only their only support But i catched covid and im in hopsital now.  Please share this   https://t.co/prc3Sh7m8y"", '@solidarity1986 @EmmaVigeland It\'s not gonna matter what Emma says if the facts are the ""barely better than Trump"" party is actually worse.  In the meantime, progressives working inside the Dem party just pushed forward (but not secured yet) less means testing and a $15 min wage in the COVID bill. We\'ll see.']"
